Animals,Appetizer,Bakery &  Special,Celebrities,Computers,Dessert,DIY,Entertainment,FoodMate,Gaming,History,History & Culture,History & Religion,Humor,India Ka Pulse,InnerVoice,IPL 2017,Lifestyle,MainCourse,Men's Humor,Miscellaneous,News,OMG!,Other tech,People & Politics,Quiz,Relationship,Science & Technology,Smartphones,Soup & Salad,Sports,Starter,Tech Reads,Top gadgets list,Travel & Photography
47133,511,16,1040348,145,754,66120,3355601,4587,60,88379,97345,248224,587769,6614,173087,138,2153805,1621,11,658,622,3,2,1369627,35719,1062762,57812,254,33,259189,4038,1005,142,257605
